city_code,city_name_en,city_name_ar,city_name_hi
CNP,Neerlerit Inaat,نيرليريت إنات,निर्लेरित इनाट
CNQ,Corrientes,كوريينتس,कोरिएंटेस
CNS,Cairns,كيرنز,केर्न्स
CNX,Chiang Mai,تشيانغ ماي,चियांग माई
CNY,Moab,موآب,मोआब
COD,Cody Yellowstone,كودي يلوستون,कोड़ी येलोस्टोन
COG,"","",""
COK,Cochin,كوشين,कोचीन
COL,Coll,,कॉल
COO,Cotonou,كوتونو,कोटोनौ
COQ,Choibalsan,,क्वैइबालसन
COR,Cordoba,قرطبة,कॉर्डोबा
COS,Colorado Springs,كولورادو سبرينغز,कोलोराडो स्प्रिंग्स
COU,Columbia,كولومبيا,कोलंबिया
CPC,San Martin Des Andes,سان مارتن دي أندس,सैन मार्टिन देस एंडेज़
CPD,Coober Pedy,,कूबर पेडी
CPE,Campeche,كامبيتشي,कंपेचे
CPH,Copenhagen,كوبنهاغن,कोपेनहेगन
CPO,Copiapo,كوبيابو,कॉपियापो
CPR,Casper,كاسبر,कॅस्पर
CPT,Cape Town,كيب تاون,केप टाउन
CPV,Campina Grande,كامبينا غراندي,कैम्पिना ग्रांडे
CPX,Culebra island,جزيرة كوليبرا,कुलेबरा आइलॅंड
CQD,"","",""
CRA,Craiova,كرايوفا,क्राइओवा
CRD,Comodoro Rivadavia,كومودورو ريفادافيا,कोमोडोरो रिवादाविया
CRI,Crooked Island,كروكد آيلند,क्रुकेड आइलॅंड
CRK,Angeles City,مدينة انجليس,एंजेल्स सिटी
CRM,Catarman,كاترمان,कटारमन
CRP,Corpus Christi,كوربوس كريستي,कॉर्पस क्रिस्टी
CRW,Charleston,تشارلستون,चार्ल्सटन
CRZ,Turkmenabat,,टर्कमेनाबात 
CSA,Colonsay,,कॉलोंसे
CSG,Columbus,كولومبوس,कोलंबस
CSH,"","",""
CSK,Cap Skiring,,कैप स्कीरिंग
CSX,Changcha,تشانغشا,चाँगचा
CSY,Cheboksary,تشيبوكساري,चेबोक्सरी
CTA,Catania,كاتانيا,कैटेनिया
CTC,Catamarca,كاتاماركا,काटमारका
CTD,"","",""
CTG,Cartagena,كارتاخينة,कार्टाजेना
CTL,Charleville,تشارليفيل,चारलेविल्ल
CTM,Chetumal,شيتومال,चेतुमाल
CTN,Cooktown,,कुकटाउन
CTU,Chengdu,تشنغدو,चेंगदू
CUA,"","",""
CUC,Cucuta,كوكوتا,कुकुटा
CUE,Cuenca,كوينكا,कुएनका
CUF,Levaldigi,ليفالديجي,लेवालडिजी
CUK,Caye Caulker,,काए कौलकेर
CUL,Culiacan,كولياكان,कूलियाकान
CUM,Cumana,كومانا,क्यूमना
CUN,Cancun,كانكون,कैनकन
CUR,Curacao,كوراكاو,कुराकाओ
CUU,Chihuahua,تشيهواهوا,चिहुआहुआ
CUZ,Cuzco,كوزكو,कज़्को
CVG,Cincinnati,سينسيناتي,सिनसिनाटी
CVM,Ciudad Victoria,سيوداد فيكتوريا,स्यूदाद विक्टोरिया
CVN,"","",""
CVQ,"","",""
CVU,Corvo,كورفو,कॉर्वो
CWB,Curitiba,كوريتيبا,कुरीतिबा
CWC,"","",""
CWJ,"","",""
CWL,Cardiff,كارديف,कार्डिफ
CXB,Coxs Bazar,كوكس بازار,कॉक्स बाजार
CXF,Coldfoot,,कोल्डफूट
CXI,Kiritimati,كيريتيماس,किरीटिमाती
CXJ,Caxias Do Sul,,कैक्सिअस डो सुल
CYB,Cayman Brac Is,جزيرة كايمان براك,केमैन ब्रैक है
CYD,"","",""
CYF,Chefornak,,छेफोर्नक
CYI,"","",""
CYO,Cayo,كايو,कायो
CYP,Calbayog City,مدينة كالبايوج,कालबायोग सिटी
CYS,Cheyenne,شايان,छेयेन्ने
CYU,"","",""
CYX,Cherskiy,,चेर्स्कीय
CYZ,Cauayan,كوايان,कौआयन
CZE,Coro,كورو,कोरो
CZH,Corozal,,कोरोज़ल
CZL,Constantine,قسنطينة,कांस्टेंटाइन
CZM,Cozumel,كوزوميل,कोज़ुमेल
CZN,"","",""
CZS,Cruzeiro do Sul,,क्रूज़ेरो डो सुल
CZU,Corozal,كوروزال,कोरोज़ल
CZX,Changzhou,تشانغتشو,चांगझोऊ
DAB,Daytona Beach,دايتونا بيتش,डेटोना बीच
DAC,Dhaka,داكا,ढाका
DAD,Danang,دانانج,डानांग
DAM,Damascus,دمشق,डमास्कस 
DAR,Dar Es Salaam,دار السلام,दार इस सालाम
DAT,Datong,داتونغ,दातोंग
DAU,Daru,,दारु
DAV,David,,डेविड
DAX,Dazhou,داتشو,डैज़हाऊ
DAY,Dayton,دايتون,डेटन
DBA,Dalbandin,دالباندين,दालबैंडीन
DBC,"","",""
DBO,Dubbo,دوبو,डुब्बो
DBQ,Dubuque,دوبوك,डब्यूख
DBV,Dubrovnik,دوبروفنيك,डबरोवनिक
DCG,"","",""
DCM,Castres,كاستر,कास्ट्रेस
DCN,"","",""
DCY,Daocheng,,दाओचेंग 
DDC,Dodge City,دودج سيتي,डॉज सिटी
DDD,"","",""
DDG,Dandong,داندونغ,डॅनडोंग
DDU,"","",""
DEA,Dera Ghazi Khan,ديرا غازي خان,डेरा गाज़ी खान
DEB,Debrecen,ديبريسين,डेबरसेन
DEC,Decatur,ديكاتور,डीकेटर
DED,Dehradun,دهرادون,देहरादून
DEE,Yuzhno-Kurilsk,,यूज़णो-क्यूरिल्स्क
DEF,"","",""
DEL,New Delhi,نيودلهي,न्यू देल्ही
DEN,Denver,دنفر,डेनवर
DEX,"","",""
DFW,Dallas Fort Worth,دالاس فورت وورث,डलास फोर्ट वर्थ
DGA,Dangriga,,डांगरीगा
DGE,"","",""
DGO,Durango,دورانجو,दुरंगो
DGT,Dumaguete,دومغت,डॅमगॅट
DHB,Deer Harbor,,डियर हार्बर
DHG,"","",""
DHI,Dhangarhi,,धानगर्ही 
DHM,Dharamsala,دارام سالا,धर्मशाला
DHN,Dothan,دوثان,दोतन
DIB,Dibrugarh,ديبروجاره,डिब्रूगरह
DIE,Antsiranana,أنتسيرانانا,एंटसिरानाना
DIG,Shangri La,شانغريلا,शांग्री - ला
DIK,Dickinson,ديكنسون,डिकिंसन
DIL,Dili,ديلي,दिली
DIN,Dienbienphu,ديان بيان فو,डाएनबीएनफू
DIQ,"","",""
DIR,Dire Dawa,دير داوا,डायर डावा
DIU,Diu,ديو,दीव
DIW,Dickwella,,डिकवेला
DIY,Diyabakir,ديار بكر,डायबेकीर 
DJB,Jambi,جامبي,जाम्बी
DJE,Djerba,جربة,जेरबा
DJG,Djanet,جانت,द्जानेट
DJH,"","",""
DJJ,Jayapura,جايابورا,जयापुरा
DJN,"","",""
DKR,Dakar,داكار,डकार
DKS,Dikson,,डिक्सन
DLA,Douala,دوالا,डोला
DLC,Dalian,داليان,डालियन
DLE,Dole,دول,डोल
DLG,Dillingham,ديلينجهام,डिल्लिंगहॅम
DLH,Duluth,دولوث,डुलुथ
DLI,Dalat,دالات,डालाट
DLM,Dalaman,دالامان,डॅलामान
DLR,"","",""
DLU,Dali,دالي,दली
DLY,Dillons Bay,خليج ديلون,डिलियन्स बे
DLZ,Dalanzadgad,,डॅलॅन्ज़ड्गॅड
DMB,Dzhambul,جامبول,ड्ज़ामबुल
DMD,Doomadgee,,दुमदगी
DMM,Dammam,الدمام,दंमम
DMU,Dimapur,ديمابور,दीमापुर
DND,Dundee,دندي,डंडी
DNH,Dunhuang,دونهوانغ,दुनहुआंग
DNK,Dnepropetrovsk,دنيبروبيتروفسك,ड़नेपरोपेत्रोव्स्क
DNR,Dinard,دينارد,डिनार्ड
DNZ,Denizli,,डेनिज़ली
DOB,"","",""
DOD,Dodoma,,डोडोमा
DOH,Doha,الدوحة,दोहा
DOL,Deauville,دوفيل,ड्यूविल
DOM,Dominica,دومينيكا,डोमिनिका
DOU,Dourados,,दौरदोस
DOY,Dongying,دونغ ينغ,डोंगइंग
DPL,Dipolog,ديبولوغ,डिपोलोग
DPO,Devonport,دافنبورت,डेवनपोर्ट
DPS,Denpasar Bali,دينباسار بالي,डेनपासार बाली
DPT,"","",""
DQA,"","",""
DQM,"","",""
DRG,Deering,,डिरिंग
DRK,Puntarenas,,पुंटरेनस
DRO,Durango,دورانجو,दुरांगो
DRS,Dresden,دريسدن,ड्रेसडेन
DRT,"","",""
DRV,"","",""
DRW,Darwin,داروين,डार्विन
DSA,Doncaster Sheffield,دونكاستر شيفيلد,डॉनकॉस्टर शेफील्ड
DSE,Dessie,,डेस्सी
DSM,Des Moines,دي موين,देस मोईन
DSN,Dongsheng,دونغ شنغ,डोंगशेंग
DTB,"","",""
DTM,Dortmund,دورتموند,डॉर्टमुंड
DTT,Detroit,ديترويت,डीट्राय्ट
DTU,"","",""
DUB,Dublin,دبلن,डबलिन
DUD,Dunedin,دنيدن,डुनेडिन
DUE,"","",""
DUJ,Du Bois,دو بوا,डु बोइस
DUM,Dumai,,दुमई
DUR,Durban,ديربان,डरबन
DUS,Dusseldorf,دوسلدورف,डसेलडोर्फ
DUT,Dutch harbor,دوتش هاربر,डच हार्बर
DVL,Devils Lake,,डेविल्स लेक 
DVO,Davao,دافاو,दवाओ
DWD,Dawadmi,الدوادمي,दवादमी
DWO,"","",""
DXB,Dubai,دبي,दुबई
DXE,"","",""
DYG,Dayong,دايونغ,दायोंग
DYR,Anadyr,أنادير,एनाडायर
DYU,Dushanbe,دوشانبي,दशाम्बे
DZA,Dzaoudzi,دزاوودزي,ड्ज़ेयौड्ज़ी
DZN,Zhezkazgan,جيزكازجان,ज़हेज़काज़्गान
EAA,Eagle,,ईगल
EAE,Sangafa,سانغافا,संगाफा
EAM,Nejran,نجران,नेजरान
EAP,Mulhouse,,मलहाउस
EAR,Kearney,كيرني,कर्नी
EAS,San Sebastian,سان سيباستيان,सॅन सेबेस्टियन
EAT,Wenatchee,وينتاتشي,वेनतची
EAU,Eau Claire,أو كلير,ओ क्लेयर
EBA,Elba Island,جزيرة إلبا,एल्बा आइलैंड
EBB,Entebbe,عنتيبي,एनटेबे
EBD,"","",""
EBH,"","",""
EBJ,Esbjerg,ايسبيرج,एस्ब्जर्ग
EBL,Erbil,أربيل,एरबिल
EBU,St Etienne,سانت ايتيين,सेंट ईटियेन
ECI,"","",""
ECN,Nicosia,نيقوسيا,निकोसिया
ECP,Panama City,,पनामा सिटी
EDA,"","",""
EDI,Edinburgh,- إدنبره,एडिनबर्ग
EDL,Eldoret,إلدوريت,एलडोरेट
EDO,Balikesir Korfez,,बलाइक्सीर कोरफेज़
EDR,Pormpuraaw,,पॉरम्प्यूरया
EEK,Eek,,ईक
EFL,Kefallinia,كيفالونيا,केफ़ोलिनिया
EGC,Bergerac,برجراك,बेर्जेरक
EGE,Vail Eagle,فيل إيغل,वेल ईगल
EGM,Sege,سيجي,सेजे
EGN,Geneina,الجنينة,जेनियीना
EGO,Belgorod,بيلغورود,बेलगॉरॉड
EGS,Egilsstadir,ايغلستادير,एगिलस्टडीर
EGX,Egegik,,एगेजेक
EIN,Eindhoven,أيندهوفن,आइंडहोवेन
EJA,Barrancabermeja,بارانكابيرميا,बैरनकैबरमेजा
EJH,Wejh,الوجه,वेझ
EJN,"","",""
EKO,Elko,إلكو,एल्को
EKS,"","",""
ELC,Elcho Island,جزيرة إلتشو,एेल्को आइलैंड
ELD,El Dorado,الدورادو,एल डॉराडो
ELF,El Fasher,الفاشر,एल फ़ेशर
ELG,El Golea,القلعة,एल गोलेआ
ELH,North Eleuthera,نورث إلوثيرا,नॉर्थ एलूथेरा  
ELI,Elim,,एलिम
ELM,Corning Elmira,كورنينج / إلميرا,कॉर्निंग एलमिरा
ELP,El Paso,الباسو,एल पासो
ELQ,Gassim,القصيم,गासिम
ELS,East London,إيست لندن,ईस्ट लंदन
ELU,Guemar,,गुएमार
ELV,Elfin Cove,,एल्फिन कोव
EMD,Emerald,إميرالد,एमेरल्ड
EMK,Emmonak,,एम्मोनक
ENA,Kenai,كيناي,केनाइ
ENE,Ende,إنده,एन्डे
ENF,Enontekio,,इनॉंटेकियो
ENH,Enshi,إينشي,एेंशी
ENI,El Nido,,एल नीदो
ENU,Enugu,إينوغو,एन्यूग्यू
ENY,Yanan,يانان,यनान
EOI,Eday,,ऐइडे
EPL,Epinal,,एपीनाल
EPR,Esperance,إسبيرانس,एस्परेंस
EQS,Esquel,آيسكيول,एस्कुएल
ERC,Erzincan,ارزينجان,एर्ज़िनकैन
ERF,Erfurt,إرفورت,एरफुर्ट
ERG,"","",""
ERH,Er Rachidia,الرشيدية,एर रचीडिया
ERI,Erie,إري,इरी
ERL,"","",""
ERZ,Erzurum,أرضروم,एर्ज़ुरूम
ESC,Escanaba,اسكانابا,एस्कानबा
ESD,Eastsound,,ईस्टसाउंड
ESL,Elista,,एलिस्ता
ESM,Esmeraldas,,एसमेरलडास
ESU,Essadouira,الصويرة,एसादउरा
ETH,Elat,إيلات,एलाट
ETR,"","",""
ETZ,Metz Nancy,ميتز نانسي,मेट्स नैन्सी
EUA,Eua Island,,एुआ आइलैंड
EUG,Eugene,يوجين,यूजीन
EUN,Laayoune,العيون,लायौने
EUX,St Eustatius,سانت اوستاتيوس,सेंट यूस्टेटियस
EVE,Harstad Narvik,هارستاد نارفيك,हर्स्टेड नारविक
EVG,Sveg,,स्वेज
EVN,Yerevan,يريفان,येरेवान
EVV,Evansville,ايفانسفيل,एवंसविल्ल
EWB,Fall River New Bedford,فول ريفر / نيو بيدفورد,फॉल रिवर न्यू बेडफर्ड
EWN,New Bern,نيوبيرن,न्यू बर्न
EXI,Excursion Inlet,,एक्सकर्षन इनलेट
EXT,Exeter,إكستر,एक्सेटर
EYK,Beloyarsky,,बेलोयारर्स्की
EYP,Yopal,يوبال,योपाल
EYW,Key West,كي ويست,की वेस्ट
EZS,Elazig,إلازِغ,एलाजिग
EZV,"","",""
FAC,"","",""
FAE,Vagar,فاجار,वागर
FAH,"","",""
FAI,Fairbanks,فيربانكس,फैयरबंक्स
FAO,Faro,فارو,फेरो
FAR,Fargo,فارجو,फार्गो
FAT,Fresno,فريسنو,फ़्रेस्नो
FAV,Fakarava,,फकरावा
FAY,Fayetteville,فايتفيل,फयेत्टविल
FBD,Faizabad,فايز آباد,फैजाबाद
FBM,Lubumashi,لوبومباشي,लूब्यूमॅशी
FCA,Kalispell,كاليسبيل,कलिस्पेल्ल
FDE,Forde,فورد,फोर्ड
FDF,Fort De France,فور دو فرانس,फोर्ट डी फ्रांस
FDH,Friedrichshafen,فريدريشسهافن,फ्रीद्रिक्सहाफेन
FEC,"","",""
FEG,Fergana,فرغانة,फेर्गाना
FEN,Fernando Do Noronha,فرناندو دو نورونا,फर्नांडो डो नोरोन्हा
FEZ,Fez,فاس,फेज
FGU,"","",""
FHZ,"","",""
FIE,Fair Isle,,फेर आइल
FIH,Kinshasa,كينشاسا,किंशासा
FIZ,"","",""
FKB,Karlsruhe Baden Baden,كارلسروه / بادن بادن,कार्लज़ूए बाडेन बाडेन
FKI,Kisangani,,किसानगनी
FKL,Franklin,فرانكلين,फ्रेंकलिन
FKQ,Fak Fak,,फॅक फॅक
FKS,Fukushima,,फुकुशिमा
FLA,Florencia,فلورنسيا,फ्लोरेंशिया
FLL,Fort Lauderdale,فورت لودرديل,फोर्ट लॉडरडेल
FLN,Florianopolis,فلوريانوبوليس,फ्लोरिअनोपोलिस
FLO,Florence,فلورنسا,फ्लोरेंस
FLR,Florence,فلورنسا,फ्लोरेंस
FLS,Flinders Island,جزيرة فلندرز,फ्लिंडर्स आइलैंड
FLW,Flores Flores Isl,فلوريس (جزيرة فلوريس),फ्लोरेस फ्लोरेस आइलॅंड
FLZ,"","",""
FMA,Formosa,فورموزا,फॉरमोसा
FMI,Kalemie,,कलेमीे
FMM,Memmingen Allgau,ميمينجين ألغاو,मेम्मिंगें अलगौ
FMN,Farmington,فارمينغتون,फ़ार्मिंग्टन
FMO,Mer,مير,मेर
FMY,Fort Myers,فورت مايرز,फोर्ट मायर्स
FNA,Freetown,فريتاون,फ्रीटाउन
FNC,Madeira,ماديرا,मादेइरा
FNI,"","",""
FNJ,Pyongyang,بيونغ يانغ,फियोंगयांग
