carrier_code,publish_status,table_airline_name,table_url,yml_airline_name,yml_url
EV,active,Expressjet Airlines,expressjet-airlines,"Expressjet Airlines, Inc.",expressjet-inc-airlines
EXT,active,Nightexpress,nightexpress-airlines,Nightexpress,nightexpress-airlines
EZ,active,Sun Air Of Scandinavia,sun-air-of-scandinavia-airlines,Sun Air Of Scandinavia,sun-air-of-scandinavia-airlines
F3,active,Flyadeal,flyadeal-airlines,Flyadeal,flyadeal-airlines
F4,active,Air Flamenco,air-flamenco-airlines,Air Flamenco,air-flamenco-airlines
F5,active,Aerotranscargo,aerotranscargo-airlines,Aerotranscargo,aerotranscargo-airlines
F6,active,Fly Compass Service,fly-compass-service-airlines,Fly Compass Service,fly-compass-service-airlines
F7,active,Darwin Airline,darwin-airlines,Darwin Airline,darwin-airlines
F8,active,Flair Airlines,flair-airlines,Flair Airlines,flair-airlines
FA,active,Safair,safair-airlines,Safair,safair-airlines
FAT,active,Farnair Switzerland Ag,farnair-switzerland-ag-airlines,Farnair Switzerland Ag,farnair-switzerland-ag-airlines
FC,active,Fly Corporate,fly-corporate-airlines,Fly Corporate,fly-corporate-airlines
FD,active,Thai Airasia,thai-airasia-airlines,Thai Airasia,thai-airasia-airlines
FDK,active,Flydamas,flydamas-airlines,Flydamas,flydamas-airlines
FDM,active,Freedom Airlines,freedom-airlines,"Freedom Airlines, Inc",freedom-inc-airlines
FEI,active,Eagle Air Iceland,eagle-air-iceland-airlines,Eagle Air Iceland,eagle-air-iceland-airlines
FH,active,Freebird Airlines,freebird-airlines,Freebird Airlines,freebird-airlines
FK,active,Kf Cargo,kf-cargo-airlines,Kf Cargo,kf-cargo-airlines
FLJ,active,Surf Air Europe,surf-air-europe-airlines,Surf Air Europe,surf-air-europe-airlines
FN,inactive,Fastjet Airlines,,Regional Air Lines,regional-airlines
FNA,active,Norlandair,norlandair-airlines,Norlandair,norlandair-airlines
FP,active,Pelican Airlines,pelican-airlines,Pelican Airlines,pelican-airlines
FQ,active,Fenix Airways,fenix-airways-airlines,Fenix Airways,fenix-airways-airlines
FR,active,Ryanair,ryanair-airlines,Ryanair,ryanair-airlines
FRN,active,First Nation Airways,first-nation-airways-airlines,First Nation Airways,first-nation-airways-airlines
FS,inactive,Flyglobal Charter Sdn. Bhd.,,Syphax Airlines,syphax-airlines
FT,inactive,Flyegypt,,Siem Reap Airways International,siem-reap-airways-international-airlines
FTA,active,Frontier Flying Service,frontier-flying-service-airlines,Frontier Flying Service,frontier-flying-service-airlines
FU,active,Fuzhou Airlines Co.,fuzhou-co-airlines,"Fuzhou Airlines Co., Ltd",fuzhou-co-ltd-airlines
FV,active,Rossiya Airlines,rossiya-airlines,Rossiya Airlines,rossiya-airlines
FX,active,Fedex,fedex-airlines,Fedex,fedex-airlines
FXX,active,Felix Airways,felix-airways-airlines,Felix Airways,felix-airways-airlines
G2,active,Galeyr Airline,galeyr-airlines,Galeyr Airline,galeyr-airlines
G3,active,Gol Linhas Aereas S.A.,gol-linhas-aereas-sa-airlines,Gol Linhas Aereas S.A.,gol-linhas-aereas-sa-airlines
G4,active,Allegiant Air Llc,allegiant-air-llc-airlines,Allegiant Air Llc,allegiant-air-llc-airlines
G6,active,Aura Airlines,aura-airlines,Aura Airlines,aura-airlines
GAL,active,Albatros Airlines,albatros-airlines,Albatros Airlines,albatros-airlines
GB,active,Abx Air,abx-air-airlines,"Abx Air, Inc.",abx-air-inc-airlines
GC,active,Global Feeder Services,global-feeder-services-airlines,Global Feeder Services,global-feeder-services-airlines
GE,inactive,Global Aviation Operations,,TransAsia Corp,transasia-corp-airlines
GG,active,Skylease,skylease-airlines,Skylease,skylease-airlines
GH,active,Globus Llc,globus-llc-airlines,Globus Llc,globus-llc-airlines
GHN,active,Air Ghana,air-ghana-airlines,Air Ghana,air-ghana-airlines
GI,active,Guangdong Longhao Airlines Co.,guangdong-longhao-co-airlines,"Guangdong Longhao Airlines Co., Ltd",guangdong-longhao-co-ltd-airlines
GJ,inactive,Zhejiang Loong Airlines Co. Ltd,,Eurofly S.p.A.,eurofly-spa-airlines
GM,active,Germania Flug Ag,germania-flug-ag-airlines,Germania Flug Ag,germania-flug-ag-airlines
GO,active,Uls Airlines Cargo,uls-cargo-airlines,Uls Airlines Cargo,uls-cargo-airlines
GP,active,Apg Airlines,apg-airlines,Apg Airlines,apg-airlines
GQ,inactive,Sky Express S.A.,,Big Sky Airlines,big-sky-airlines
GT,active,Air Guilin Co. Ltd,air-guilin-co-ltd-airlines,Air Guilin Co. Ltd,air-guilin-co-ltd-airlines
GUM,active,Gum Air,gum-air-airlines,Gum Air,gum-air-airlines
GV,inactive,Grant Aviation,,Sky Gabon,sky-gabon-airlines
GW,active,Go Fly,go-fly-airlines,"Go Fly, Llc.",go-fly-llc-airlines
GX,active,Guangxi Beibu Gulf Airlines,guangxi-beibu-gulf-airlines,Guangxi Beibu Gulf Airlines,guangxi-beibu-gulf-airlines
GY,active,Colorful Guizhou Airlines,colorful-guizhou-airlines,Colorful Guizhou Airlines,colorful-guizhou-airlines
GZ,inactive,Air Rarotonga,,Air Rarotonga,air-rarotonga-airlines
H1,active,Hahn Air Systems,hahn-air-systems-airlines,Hahn Air Systems,hahn-air-systems-airlines
H4,active,Raven Air,raven-air-airlines,"Raven Air, Llc Dba Island Hoppers",raven-air-llc-dba-island-hoppers-airlines
H6,active,Hageland Aviation Services Inc,hageland-aviation-services-inc-airlines,Hageland Aviation Services Inc,hageland-aviation-services-inc-airlines
H7,inactive,Taron Avia,,Eagle Air,eagle-air-airlines
H9,active,Himalaya Airlines,himalaya-airlines,Himalaya Airlines,himalaya-airlines
HA,active,Hawaiian Airlines,hawaiian-airlines,Hawaiian Airlines,hawaiian-airlines
HB,active,Asia Atlantic Airlines,asia-atlantic-airlines,Asia Atlantic Airlines,asia-atlantic-airlines
HBR,active,Hebridean Air Services,hebridean-air-services-airlines,Hebridean Air Services,hebridean-air-services-airlines
HE,active,Luftfahrt Gesellschaft Walter,luftfahrt-gesellschaft-walter-airlines,Luftfahrt Gesellschaft Walter,luftfahrt-gesellschaft-walter-airlines
HH,inactive,Taban Air,,Taban Airlines,taban-airlines
HHK,active,Sky Shuttle,sky-shuttle-airlines,Sky Shuttle,sky-shuttle-airlines
HJ,active,Tasman Cargo Airlines Pty Ltd,tasman-cargo-pty-ltd-airlines,Tasman Cargo Airlines Pty Ltd,tasman-cargo-pty-ltd-airlines
HK,inactive,Skippers Aviation,,Hamburg Airways,hamburg-airways-airlines
HP,active,Amapola Flyg Ab,amapola-flyg-ab-airlines,Amapola Flyg Ab,amapola-flyg-ab-airlines
HQ,active,Thomas Cook Airlines Belgium N.V,thomas-cook-belgium-nv-airlines,Thomas Cook Airlines Belgium N.V,thomas-cook-belgium-nv-airlines
HS,active,Heli Securite Helicopter Airline,heli-securite-helicopter-airlines,Heli Securite Helicopter Airline,heli-securite-helicopter-airlines
HTK,active,Ningxia Cargo Airlines Co.,ningxia-cargo-co-airlines,"Ningxia Cargo Airlines Co., Ltd.",ningxia-cargo-co-ltd-airlines
HTY,active,Helity,helity-airlines,Helity,helity-airlines
HX,active,Hong Kong Airlines,hong-kong-airlines,Hong Kong Airlines,hong-kong-airlines
I2,active,Iberia Express,iberia-express-airlines,Iberia Express,iberia-express-airlines
I3,active,Ata Airlines,ata-airlines,Ata Airlines,ata-airlines
I4,active,Scott Air Llc,scott-air-llc-airlines,Scott Air Llc,scott-air-llc-airlines
I5,active,Airasia India,airasia-india-airlines,Airasia India,airasia-india-airlines
I7,active,Inter Iles Air,inter-iles-air-airlines,Inter Iles Air,inter-iles-air-airlines
I8,active,Izhavia,izhavia-airlines,Izhavia,izhavia-airlines
IA,active,Iraqi Airways,iraqi-airways-airlines,Iraqi Airways,iraqi-airways-airlines
IAX,active,Island Express Air Inc,island-express-air-inc-airlines,Island Express Air Inc,island-express-air-inc-airlines
ID,inactive,Batik Air,,Interlink,interlink-airlines
IF,inactive,Fly Baghdad Airlines,,Islas Airways,islas-airways-airlines
IFA,active,Fai Rent A Jet Aktiengesellschaft,fai-rent-a-jet-aktiengesellschaft-airlines,Fai Rent A Jet Aktiengesellschaft,fai-rent-a-jet-aktiengesellschaft-airlines
II,active,Ibc Airways,ibc-airways-airlines,Ibc Airways,ibc-airways-airlines
IJ,active,Spring Airlines Japan,spring-japan-airlines,Spring Airlines Japan,spring-japan-airlines
IK,inactive,Air Kiribati,,Imair Airline,imair-airlines
IM,active,Jsc Aircompany Atma,jsc-aircompany-atma-airlines,Jsc Aircompany Atma,jsc-aircompany-atma-airlines
IN,inactive,Nam Air,,MAT Macedonian  Airlines,mat-macedonian-airlines
IOS,active,Isles Of Scilly Skybus,isles-of-scilly-skybus-airlines,Isles Of Scilly Skybus,isles-of-scilly-skybus-airlines
IQ,active,Qazaq Air,qazaq-air-airlines,Qazaq Air,qazaq-air-airlines
IS,active,Ais Airlines,ais-airlines,Ais Airlines,ais-airlines
ISV,active,Islena Airlines,islena-airlines,Islena Airlines,islena-airlines
IT,inactive,Tigerair Taiwan Co. Ltd,,Tigerair Taiwan Co. Ltd,tigerair-taiwan-co-ltd-airlines
IU,active,Sw Italia S.P.A.,sw-italia-spa-airlines,Sw Italia S.P.A.,sw-italia-spa-airlines
IV,inactive,Cardiff Aviation Malta,,Wind Jet S.p.A.,wind-jet-spa-airlines
IW,active,Wings Air,wings-air-airlines,Wings Air,wings-air-airlines
IZG,active,Zagros Airlines,zagros-airlines,Zagros Airlines,zagros-airlines
J1,active,Onejet,onejet-airlines,Onejet,onejet-airlines
J5,inactive,Alaska Seaplanes,,Alaska Seaplane,alaska-seaplane-airlines
J6,active,Seawings,seawings-airlines,Seawings,seawings-airlines
J7,active,Afrijet,afrijet-airlines,Afrijet,afrijet-airlines
JA,inactive,Jetsmart,,BH Airlines,bh-airlines
JAB,active,Air Bagan,air-bagan-airlines,Air Bagan,air-bagan-airlines
JB,active,Helijet International Inc,helijet-international-inc-airlines,Helijet International Inc,helijet-international-inc-airlines
JC,inactive,Japan Air Commuter,,JAL Express,jal-express-airlines
JE,active,Mango,mango-airlines,Mango,mango-airlines
JF,inactive,Jet Asia Airways,,LAB Flying,lab-flying-airlines
JI,active,Meraj Air,meraj-air-airlines,Meraj Air,meraj-air-airlines
JM,inactive,Jambojet,,Air Jamaica,air-jamaica-airlines
JN,active,Joon,joon-airlines,Joon,joon-airlines
JO,inactive,Royal Wings,,JALways Co. Ltd.,jalways-co-ltd-airlines
JON,active,Jonair,jonair-airlines,Jonair,jonair-airlines
JTG,active,Jettime,jettime-airlines,Jettime,jettime-airlines
JX,active,Dac Aviation,dac-aviation-airlines,Dac Aviation,dac-aviation-airlines
JZ,active,Jubba Airways,jubba-airways-airlines,Jubba Airways,jubba-airways-airlines
K2,inactive,Airlift Alaska,,Airlift Alaska,airlift-alaska-airlines
K4,active,Kalitta Air,kalitta-air-airlines,Kalitta Air,kalitta-air-airlines
K5,inactive,Silverstone Air Services,,Wings of Alaska,wings-of-alaska-airlines
K9,active,Kalitta Charters,kalitta-charters-airlines,"Kalitta Charters, L.L.C.",kalitta-charters-llc-airlines
KAI,active,Kaiserair,kaiserair-airlines,Kaiserair,kaiserair-airlines
KAR,active,Pegas Fly,pegas-fly-airlines,Pegas Fly,pegas-fly-airlines
KD,active,Kalstar Aviation,kalstar-aviation-airlines,Kalstar Aviation,kalstar-aviation-airlines
KDC,active,Kd Air Corporation,kd-air-corporation-airlines,Kd Air Corporation,kd-air-corporation-airlines
KH,active,Aloha Air Cargo,aloha-air-cargo-airlines,Aloha Air Cargo,aloha-air-cargo-airlines
KI,active,Krasavia,krasavia-airlines,Krasavia,krasavia-airlines
KJ,active,Air Incheon,air-incheon-airlines,Air Incheon,air-incheon-airlines
KO,inactive,Komiaviatrans,,KHORS Air,khors-air-airlines
KT,active,Fly Kiss,fly-kiss-airlines,Fly Kiss,fly-kiss-airlines
KTB,active,Transaviabaltika,transaviabaltika-airlines,Transaviabaltika,transaviabaltika-airlines
KV,active,Sky Regional,sky-regional-airlines,Sky Regional,sky-regional-airlines
KW,active,Korea Express Airlines,korea-express-airlines,Korea Express Airlines,korea-express-airlines
KZ,active,Nippon Cargo Airlines,nippon-cargo-airlines,Nippon Cargo Airlines,nippon-cargo-airlines
KZH,active,Zhezair,zhezair-airlines,Zhezair,zhezair-airlines
L2,active,Lynden Air Cargo,lynden-air-cargo-airlines,Lynden Air Cargo,lynden-air-cargo-airlines
L3,active,Dhl De Guatemala,dhl-de-guatemala-airlines,"Dhl De Guatemala, S.A.",dhl-de-guatemala-sa-airlines
L5,inactive,Atlas Atlantique Airlines,,Linea Aerea Cuencana,linea-aerea-cuencana-airlines
L7,active,Latam Cargo Colombia,latam-cargo-colombia-airlines,Latam Cargo Colombia,latam-cargo-colombia-airlines
L9,inactive,Bristow U.S. Llc,,Bristow U.S. Llc,bristow-us-llc-airlines
LAL,active,Air Labrador,air-labrador-airlines,Air Labrador,air-labrador-airlines
LB,inactive,Bul Air Ltd.,,Air Costa,air-costa-airlines
LBQ,active,Quest Air,quest-air-airlines,Quest Air,quest-air-airlines
LD,active,Ahk Air Hong Kong,ahk-air-hong-kong-airlines,Ahk Air Hong Kong,ahk-air-hong-kong-airlines
LE,active,Lion Air Cargo Tanzania,lion-air-cargo-tanzania-airlines,Lion Air Cargo Tanzania,lion-air-cargo-tanzania-airlines
LEP,active,Air Costa,air-costa-airlines,Air Costa,air-costa-airlines
LF,inactive,Corporate Flight Management,,FlyNordic / NordicAirlink,flynordic-nordicairlink-airlines
LID,active,Alidaunia,alidaunia-airlines,Alidaunia,alidaunia-airlines
LK,active,Lao Skyway,lao-skyway-airlines,Lao Skyway,lao-skyway-airlines
LL,active,Miami Air,miami-air-airlines,Miami Air,miami-air-airlines
LQ,active,Lanmei Airlines,lanmei-airlines,Lanmei Airlines,lanmei-airlines
LS,active,Jet2.Com,jet2com-airlines,Jet2.Com,jet2com-airlines
LT,inactive,Longjiang Airlines,,LTU  InternationalAirways,ltu-internationalairways-airlines
LTR,active,Lufttransport A/S,lufttransport-a-s-airlines,Lufttransport A/S,lufttransport-a-s-airlines
LU,active,Lanexpress,lanexpress-airlines,Lanexpress,lanexpress-airlines
LW,inactive,Law   Latin American Wings,,Pacific Wings,pacific-wings-airlines
LYD,active,Lydd Air,lydd-air-airlines,Lydd Air,lydd-air-airlines
LZ,inactive,Swiss Global Air Lines Ag,,Belle Air,belle-air-airlines
M0,active,Aero Mongolia,aero-mongolia-airlines,Aero Mongolia,aero-mongolia-airlines
M2,active,Mhs Aviation,mhs-aviation-airlines,Mhs Aviation,mhs-aviation-airlines
M4,inactive,Mistral Air,,Smart Aviation Company,smart-aviation-company-airlines
M5,active,Kenmore Air,kenmore-air-airlines,Kenmore Air,kenmore-air-airlines
M6,active,Amerijet International,amerijet-international-airlines,"Amerijet International, Inc.",amerijet-international-inc-airlines
M8,active,Magnum.Air,magnumair-airlines,"Magnum.Air, Inc Dba Skyjet",magnumair-inc-dba-skyjet-airlines
MAV,active,Minoan Air,minoan-air-airlines,Minoan Air,minoan-air-airlines
MB,active,Mng Airlines Cargo,mng-cargo-airlines,Mng Airlines Cargo,mng-cargo-airlines
MC,active,Air Mobility Command,air-mobility-command-airlines,Air Mobility Command,air-mobility-command-airlines
ME,active,Middle East Airlines,middle-east-airlines,Middle East Airlines,middle-east-airlines
MEG,active,Mega Global Air Services (Maldives),mega-global-air-services-maldives-airlines,Mega Global Air Services (Maldives),mega-global-air-services-maldives-airlines
MEM,active,Icar   International Cargo Airline,icar-international-cargo-airlines,Icar   International Cargo Airline,icar-international-cargo-airlines
MG,active,Miami Air Lease,miami-air-lease-airlines,"Miami Air Lease, Inc.",miami-air-lease-inc-airlines
MN,active,Comair,comair-airlines,Comair,comair-airlines
MNA,active,Merpati Nusantara Airlines,merpati-nusantara-airlines,Merpati Nusantara Airlines,merpati-nusantara-airlines
MPX,active,Aeromexpress,aeromexpress-airlines,Aeromexpress,aeromexpress-airlines
MQ,active,Envoy Air Inc,envoy-air-inc-airlines,Envoy Air Inc,envoy-air-inc-airlines
MR,inactive,Hunnu Air,,Hunnu Air,hunnu-air-airlines
MSX,active,Egyptair Cargo,egyptair-cargo-airlines,Egyptair Cargo,egyptair-cargo-airlines
MT,active,Thomas Cook Airlines,thomas-cook-airlines,Thomas Cook Airlines,thomas-cook-airlines
MV,active,Air Mediterranean,air-mediterranean-airlines,Air Mediterranean,air-mediterranean-airlines
MW,inactive,Mokulele Airlines,,Mokulele,mokulele-airlines
MZ,active,Amakusa Airlines,amakusa-airlines,Amakusa Airlines,amakusa-airlines
N2,active,Jet Charter,jet-charter-airlines,"Jet Charter, Inc",jet-charter-inc-airlines
N4,active,Nord Wind,nord-wind-airlines,Nord Wind,nord-wind-airlines
N5,active,Nolinor Aviation,nolinor-aviation-airlines,Nolinor Aviation,nolinor-aviation-airlines
N7,inactive,Nordic Regional Airlines,,Lagun Air,lagun-air-airlines
